"VEGOBJEKT-ID";"TYPE-ID";"VERSJON";"FØRSTE FOREKOMST";"STARTDATO";"SLUTTDATO";"SIST MODIFISERT";"NAVN";"LINK TIL INFOSIDER";"TILLEGGSINFORMASJON";"GEOMETRI, PUNKT";"LOK.KOMMUNE";"LOK.KOMMUNENUMMER";"LOK.FYLKE";"LOK.FYLKESNUMMER";"LOK.RIKSVEGRUTE";"LOK.KONTRAKTSOMRÅDE";"LOK.VEGSYSTEMREFERANSE";"LOK.VEGKATEGORI";"LOK.FASE";"LOK.VEGNUMMER";"LOK.STREKNING";"LOK.DELSTREKNING";"FRA METER";"TIL METER";"VEGLENKESEKVENSID";"STARTPOSISJON";"SLUTTPOSISJON";"STREKNING.RETNING";"SIDEPOSISJON";"KJØREFELT";"TYPEVEG";"LENGDE";"MOR";"BARN";"GEOMETRI";"GEO.HØYDEREFERANSE"
"1016339605";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Lakselv trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/lakselv/";"";"POINT (878338.0737663318 7801275.611177511)";"Porsanger";"5622";"Finnmark";"56";"";"";"KV1000 S1D1 m207";"Kommunal veg";"Eksisterende";"1000";"1";"1";"206,642";"206,642";"922437";"0,26480185";"0,26480185";"";"LEFT";"";"enkelBilveg";"0";"";"";"POINT Z(878355.229 7801316.414 26.597)";""
"1016339606";"638";"1";"1";"2022-09-20";"";"2024-08-21T12:46:17";"Sandnessjøen trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/sandnessjoen/";"";"POINT (392951.39807512506 7324595.410998645)";"Alstahaug";"1820";"Nordland";"18";"";"";"KV1000 S1D1 m14";"Kommunal veg";"Eksisterende";"1000";"1";"1";"13,836";"13,836";"855740";"0,01240585";"0,01240585";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(392989.779 7324574.401 3.135)";""
"1016339607";"638";"1";"1";"2022-09-20";"";"2024-09-17T14:12:24";"Mosjøen trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/mosjoen/";"";"POINT (417502.35545839206 7302249.0865344945)";"Vefsn";"1824";"Nordland";"18";"";"";"KV15225 S1D1 m583";"Kommunal veg";"Eksisterende";"15225";"1";"1";"582,783";"582,783";"856274";"0,83931227";"0,83931227";"";"LEFT";"";"enkelBilveg";"0";"";"";"POINT Z(417479.055 7302207.997 3.133)";""
"1016339608";"638";"1";"1";"2022-09-20";"";"2024-10-02T12:55:59";"Sortland trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/sortland/";"";"POINT (515953.68579025025 7621848.430127512)";"Sortland";"1870";"Nordland";"18";"";"";"PV98032 S1D1 m21";"Privat veg";"Eksisterende";"98032";"1";"1";"21,311";"21,311";"2027818";"0,22332088";"0,22332088";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(515957.41 7621827.954 21.582)";""
"1016339609";"638";"1";"1";"2022-09-20";"";"2023-01-05T11:16:27";"Harstad trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/harstad/";"";"POINT (563255.6860615119 7630901.643214663)";"Harstad";"5503";"Troms";"55";"";"";"KV1245 S1D1 m34";"Kommunal veg";"Eksisterende";"1245";"1";"1";"34,42";"34,42";"1108886";"0,65154413";"0,65154413";"";"LEFT";"";"enkelBilveg";"0";"";"44:851791883";"POINT Z(563256.349 7630872.577 31.349)";""
"1016339610";"638";"1";"1";"2022-09-20";"";"2023-12-14T16:18:08";"Fauske trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/fauske/";"";"POINT (517072.1679393888 7461856.329460975)";"Fauske";"1841";"Nordland";"18";"RUTE8A";"DK Salten,9502 Salten 2020-2025,9551 Nordland 2020-2025,Vegoppmerking Nordland 2021-2023,9502 Salten 2025-2030,9581 Rekkverk Nordland  2024-2024";"EV6 S141D1 m5400";"Europaveg";"Eksisterende";"6";"141";"1";"5399,802";"5399,802";"885928";"0,1723446";"0,1723446";"WITH";"RIGHT";"";"enkelBilveg";"0";"";"44:89226364";"POINT Z(517127.054 7461809.39 35.627)";""
"1016339611";"638";"1";"1";"2022-09-20";"";"2022-12-21T10:53:28";"Svolvær trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/svolvaer/";"";"POINT (481713.3618114853 7568442.68940864)";"Vågan";"1865";"Nordland";"18";"";"";"KV1005 S1D1 m224";"Kommunal veg";"Eksisterende";"1005";"1";"1";"223,543";"223,543";"2158761";"1";"1";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(481677.449 7568438.82 2.848)";""
"1016339612";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Elverum trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/elverum/";"";"POINT (311816.23885645194 6755073.174163031)";"Elverum";"3420";"Innlandet";"34";"";"";"KV4650 S1D1 m442";"Kommunal veg";"Eksisterende";"4650";"1";"1";"442,372";"442,372";"2795733";"0,286993";"0,286993";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(311823.675 6755027.645 190.98)";""
"1016339613";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Stormyra sambruksstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/stormyra/";"Kun åpent for forhåndsbestilte kjøretøykontroller";"POINT (603336.544036015 7598919.940264203)";"Narvik";"1806";"Nordland";"18";"RUTE8A";"1816 Ofoten 2018-2023,DK Midtre Hålogaland,E9552 DV elektro Midtre Hålogaland 2020-2025,Vegoppmerking Nordland 2021-2023,DK 9508 Ofoten 2025-2028,DK 9508 Ofoten 2023-2025,9581 Rekkverk Nordland  2024-2024";"EV10 S32D1 m80";"Europaveg";"Eksisterende";"10";"32";"1";"79,895";"79,895";"2587487";"0,63331251";"0,63331251";"";"LEFT";"";"enkelBilveg";"0";"";"";"POINT Z(603391.377 7599042.351 40.528)";""
"1016339614";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Gullesfjord kontrollstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/gullesfjord/";"";"POINT (531150.9999807645 7602088.0015574815)";"Kvæfjord";"5510";"Troms";"55";"";"DK Midtre Hålogaland,E9552 DV elektro Midtre Hålogaland 2020-2025,9503 Midtre Hålogaland 2021-2026,Vegoppmerking Troms 2021-2023,9581 Rekkverk Nordland  2024-2024";"EV10 S21D1 m13660 SD1 m49";"Europaveg";"Eksisterende";"10";"21";"1";"49,257";"49,257";"1913561";"0,52738321";"0,52738321";"";"LEFT";"";"enkelBilveg";"0";"";"";"POINT Z(531160.869 7602118.21 48.549)";""
"1016339615";"638";"1";"1";"2022-09-20";"";"2023-05-15T10:09:26";"Mandal trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/mandal/";"";"POINT (56079.48974027665 6456532.374781281)";"Lindesnes";"4205";"Agder";"42";"";"";"KV11450 S1D1 m74";"Kommunal veg";"Eksisterende";"11450";"1";"1";"73,887";"73,887";"104969";"0,164873";"0,164873";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(56124.004 6456575.609 1.81)";""
"1016339616";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Nordkjosbotn kontrollstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/nordkjosbotn/";"";"POINT (679718.5396927091 7684782.77724038)";"Balsfjord";"5532";"Troms";"55";"";"1908 INDRE TROMS 2017-2025,5005 Troms 2017-2022,DK Sør-Troms,E9553 Troms 2022-2027,Vegoppmerking Troms 2021-2023,DK 9504-25 Sør-Troms 2025-2028,DK 9504 Sør-Troms 2023-2028,DK 9504 SVV INDRE TROMS,9582 Rekkverkskontrakt Troms og Finnmark 2024-2024";"EV6 S179D1 m11930 SD2 m116";"Europaveg";"Eksisterende";"6";"179";"1";"115,959";"115,959";"3304950";"0,55052422";"0,55052422";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(679712.195 7684795 3.297)";""
"1016339617";"638";"2";"1";"2022-12-22";"";"2022-12-22T13:47:38";"Mysen trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/mysen/";"";"POINT (294604.6422946007 6607495.26137846)";"Indre Østfold";"3118";"Østfold";"31";"RUTE1";"9103 Østfold-Follo 2022-2027,02E01 DV Elektro og automasjon Follo Romerike og Østfold 2022-2025,9151 Stor-Oslo veglys 2023-2027,Vegoppmerking Østfold 2021-2023,Rekkverksvedlikehold Øst 2 Oslo Viken 2025-2026,Rekkverksvedlikehold Øst 2 Oslo Viken 2023-2024";"RV22 S8D1 m4487";"Riksveg";"Eksisterende";"22";"8";"1";"4487";"4487";"2677228";"0,42688133";"0,42688133";"WITH";"LEFT";"";"enkelBilveg";"0";"";"44:1017152308";"POINT Z(294707.051 6607409.021 118.841)";""
"1016339618";"638";"1";"1";"2022-09-20";"";"2024-10-17T09:49:04";"Storslett trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/storslett/";"";"POINT (732341.2969612898 7751840.197747572)";"Nordreisa";"5544";"Troms";"55";"RUTE8B";"1907 NORD-TROMS 2017-2022,5005 Troms 2017-2022,DK 9505 Nord-Troms 2022-2027,E9553 Troms 2022-2027,Vegoppmerking Troms 2021-2023,9582 Rekkverkskontrakt Troms og Finnmark 2024-2024";"EV6 S191D1 m278";"Europaveg";"Eksisterende";"6";"191";"1";"278,402";"278,402";"1126296";"0,73119357";"0,73119357";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(732255.317 7751826.829 3.781)";""
"1016339619";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Hammerfest trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/hammerfest/";"";"POINT (819207.6658593796 7863370.385597729)";"Hammerfest";"5603";"Finnmark";"56";"";"";"KV9900 S1D1 m210";"Kommunal veg";"Eksisterende";"9900";"1";"1";"209,964";"209,964";"2237229";"0,60916749";"0,60916749";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(819188.913 7863381.857 3.347)";""
"1016339620";"638";"1";"1";"2022-09-20";"";"2024-07-31T11:00:29";"Kvenvikmoen trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/kvenvikmoen/";"";"POINT Z(809418.9207013496 7778481.778696609 -0.0690165311098099)";"Alta";"5601";"Finnmark";"56";"";"2001 ALTA 2017-2022,2011 Alta 2017-2022,2012 Langfjord 2017-2022,2016 Alta Kantklipp - Brøytestikk 2017-2022,2017 Alta Drift og vedlikehold 2017-2022,5006 Vest-Finnmark 2018-2023,DK 9505 Nord-Troms 2022-2027,E9553 Troms 2022-2027,Vegoppmerking Finnmark 2021-2023,9582 Rekkverkskontrakt Troms og Finnmark 2024-2024";"EV6 S203D1 m2859 SD1 m77";"Europaveg";"Eksisterende";"6";"203";"1";"77,106";"77,106";"2803184";"0,53920618";"0,53920618";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(809447.058 7778466.097 66.478)";""
"1016339621";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Tromsdalen trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/tromsdalen/";"";"POINT (653748.3892109776 7730126.413372808)";"Tromsø";"5501";"Troms";"55";"";"1905 TROMSØ 2016-2022,5005 Troms 2017-2022,1906 LYNGEN 2018-2023,DK Sør-Troms,E9553 Troms 2022-2027,DK 9504-23 Sør-Troms 2023-2025,Vegoppmerking Troms 2021-2023,DK 9504-25 Sør-Troms 2025-2028,DK 9504 Sør-Troms 2023-2028,1905 Tromsø 2022-2023,DK 9504 Sør-Troms (Lyngen),9582 Rekkverkskontrakt Troms og Finnmark 2024-2024";"EV8 S3D1 m1149 SD1 m64";"Europaveg";"Eksisterende";"8";"3";"1";"64,063";"64,063";"1113771";"0,54876358";"0,54876358";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(653730.676 7730135.687 3.513)";""
"1016339622";"638";"1";"1";"2022-09-20";"";"2023-09-13T20:38:54";"Bodø trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/bodo/";"";"POINT (475312.8855733503 7462539.479312716)";"Bodø";"1804";"Nordland";"18";"";"";"PV24030 S3D1 m70";"Privat veg";"Eksisterende";"24030";"3";"1";"69,761";"69,761";"860334";"0,61894177";"0,61894177";"WITH";"LEFT";"";"enkelBilveg";"0";"";"44:1017167184";"POINT Z(475253.094 7462635.684 16.838)";""
"1016339623";"638";"2";"1";"2022-12-09";"";"2022-12-09T10:48:06";"Setesdal trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/setesdal/";"";"POINT (81322.74129414535 6515772.414894288)";"Evje og Hornnes";"4219";"Agder";"42";"";"0901 Setesdal 2020-2026,4202 Agder øst elektro 2021-2026,4209 Bruvedlikehold 2022-2023,4210 Overflatebehandling bru 2022-2023,4211 Setesdal 2023-2028,4208 Vegoppmerking 2023-2024,4207 Rekkverk 2024-2026,4214 Asfaltarbeider 2024";"FV3786 S1D1 m43";"Fylkesveg";"Eksisterende";"3786";"1";"1";"42,545";"42,545";"3383241";"0,76145264";"0,76145264";"WITH";"LEFT";"";"enkelBilveg";"0";"";"44:1017103878";"POINT Z(81218.485 6515748.394 181.7)";""
"1016339624";"638";"1";"1";"2022-09-20";"";"2023-03-22T13:37:31";"Leknes servicekontor";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/leknes/";"";"POINT (442148.6148365049 7559802.3841225)";"Vestvågøy";"1860";"Nordland";"18";"";"";"KV3011 S1D1 m26";"Kommunal veg";"Eksisterende";"3011";"1";"1";"25,737";"25,737";"859051";"0,13116624";"0,13116624";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(442169.645 7559815.488 8.592)";""
"1016339625";"638";"1";"1";"2022-09-20";"";"2022-12-08T12:23:52";"Tromsø trafikkstajon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/tromso/";"";"POINT (653839.5809111015 7733664.403167726)";"Tromsø";"5501";"Troms";"55";"";"";"KV37650 S1D1 m804";"Kommunal veg";"Eksisterende";"37650";"1";"1";"804,445";"804,445";"1109708";"0,41123273";"0,41123273";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(653801.441 7733611.762 7.385)";""
"1016339626";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Kirkenes trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/kirkenes/";"";"POINT Z(1075084.926090682 7800529.385869633 -0.0805303379893303)";"Sør-Varanger";"5605";"Finnmark";"56";"";"";"KV16016 S1D1 m50";"Kommunal veg";"Eksisterende";"16016";"1";"1";"49,835";"49,835";"923254";"0,23618578";"0,23618578";"";"RIGHT";"";"enkelBilveg";"0";"";"";"POINT Z(1075053.542 7800566.969 38.326)";""
"1016339627";"638";"1";"1";"2022-09-20";"";"2022-09-20T11:04:20";"Flekkefjord trafikkstasjon";"https://www.vegvesen.no/om-oss/kontakt-oss/trafikkstasjoner/flekkefjord/";"";"POINT (14389.77965992951 6490284.167840527)";"Flekkefjord";"4207";"Agder";"42";"";"";"KV10183 S1D1 m153";"Kommunal veg";"Eksisterende";"10183";"1";"1";"152,91";"152,91";"2067818";"0,61039434";"0,61039434";"";"LEFT";"";"enkelBilveg";"0";"";"";"POINT Z(14371.333 6490296.846 47.244)";""

Datauttak komplett
